timestamp, replicas, real_output_flux, input_flux, error
346.0, 1, 1.0, 0.0, 1.0
348.0, 1, 0.0, 0.0, 0.0
350.0, 1, 0.0, 0.0, 0.0
352.0, 1, 0.0, 0.0, 0.0
354.0, 1, 0.0, 0.0, 0.0
356.0, 1, 0.0, 0.0, 0.0
358.0, 1, 0.5, 0.0, 0.5
360.0, 1, 0.0, 0.0, 0.0
362.0, 1, 0.0, 0.0, 0.0
364.0, 1, 0.0, 0.0, 0.0
366.0, 1, 0.0, 0.0, 0.0
368.0, 1, 0.0, 0.0, 0.0
370.0, 1, 0.0, 0.0, 0.0
372.0, 1, 0.0, 0.0, 0.0
374.0, 1, 0.0, 0.0, 0.0
376.0, 1, 0.0, 0.0, 0.0
378.0, 1, 0.0, 0.0, 0.0
380.0, 1, 0.0, 0.0, 0.0
382.0, 1, 0.0, 0.0, 0.0
384.0, 1, 0.0, 0.0, 0.0
386.0, 1, 0.0, 0.0, 0.0
388.0, 1, 0.5, 0.0, 0.5
390.0, 1, 0.0, 0.0, 0.0
392.0, 1, 0.0, 0.0, 0.0
394.0, 1, 0.0, 0.0, 0.0
396.0, 1, 0.0, 0.0, 0.0
